year,winner_name,loser_name
2010,Horacio Zeballos,Gaston Gaudio
2010,Carlos Moya,Filippo Volandri
2010,Juan Ignacio Chela,Richard Gasquet
2010,Juan Monaco,Lukasz Kubot
2010,Victor Hanescu,Eduardo Schwank
2010,Santiago Ventura,Daniel Koellerer
2010,Marcos Daniel,Paolo Lorenzi
2010,Juan Carlos Ferrero,Ricardo Mello
2010,David Ferrer,Frederico Gil
2010,Igor Andreev,Marcel Granollers
2010,David Nalbandian,Daniel Gimeno Traver
2010,Albert Montanes,Pablo Andujar
2010,Horacio Zeballos,Carlos Moya
2010,Juan Monaco,Juan Ignacio Chela
2010,Santiago Ventura,Victor Hanescu
2010,Juan Carlos Ferrero,Marcos Daniel
2010,David Ferrer,Igor Andreev
2010,Albert Montanes,David Nalbandian
2010,Juan Monaco,Horacio Zeballos
2010,Juan Carlos Ferrero,Santiago Ventura
2010,David Ferrer,Albert Montanes
2010,Juan Carlos Ferrero,Juan Monaco
2010,Juan Carlos Ferrero,David Ferrer
2010,Taylor Dent,Michal Przysiezny
2010,Robin Haase,Filip Prpic
2010,Stanislas Wawrinka,Andreas Seppi
2010,Arnaud Clement,Olivier Rochus
2010,Tobias Kamke,Jan Hajek
2010,Ivan Dodig,Tommy Robredo
2010,James Blake,Thomaz Bellucci
2010,Matthias Bachinger,Lukasz Kubot
2010,Jarkko Nieminen,Michael Berrer
2010,Florian Mayer,Feliciano Lopez
2010,Michael Ryderstedt,Daniel Gimeno Traver
2010,Benjamin Becker,Thomas Schoorel
2010,Roger Federer,Taylor Dent
2010,Stanislas Wawrinka,Robin Haase
2010,Ivan Ljubicic,Arnaud Clement
2010,Ivan Dodig,Tobias Kamke
2010,James Blake,Matthias Bachinger
2010,Jarkko Nieminen,Tomas Berdych
2010,Florian Mayer,Michael Ryderstedt
2010,Robin Soderling,Benjamin Becker
2010,Roger Federer,Stanislas Wawrinka
2010,Ivan Ljubicic,Ivan Dodig
2010,Jarkko Nieminen,James Blake
2010,Florian Mayer,Robin Soderling
2010,Roger Federer,Ivan Ljubicic
2010,Florian Mayer,Jarkko Nieminen
2010,Roger Federer,Florian Mayer
2010,Fernando Gonzalez,Oscar Hernandez
2010,Ruben Ramirez Hidalgo,Victor Crivoi
2010,Marcel Granollers,Martin Vassallo Arguello
2010,Lukasz Kubot,Horacio Zeballos
2010,Thomaz Bellucci,Nicolas Lapentti
2010,Paul Capdeville,Cristobal Saavedra Corvalan
2010,Eduardo Schwank,Paolo Lorenzi
2010,Jose Acasuso,Hans Podlipnik Castillo
2010,Joao Souza,Simon Greul
2010,Pere Riba,Santiago Ventura
2010,Alberto Martin,Marcos Daniel
2010,Ricardo Mello,Pablo Cuevas
2010,Peter Luczak,Potito Starace
2010,David Marrero,Juan Martin Aranguren
2010,Juan Ignacio Chela,Jorge Aguilar
2010,Juan Monaco,Nicolas Massu
2010,Fernando Gonzalez,Ruben Ramirez Hidalgo
2010,Marcel Granollers,Lukasz Kubot
2010,Thomaz Bellucci,Paul Capdeville
2010,Eduardo Schwank,Jose Acasuso
2010,Joao Souza,Pere Riba
2010,Alberto Martin,Ricardo Mello
2010,Peter Luczak,David Marrero
2010,Juan Monaco,Juan Ignacio Chela
2010,Fernando Gonzalez,Marcel Granollers
2010,Thomaz Bellucci,Eduardo Schwank
2010,Joao Souza,Alberto Martin
2010,Juan Monaco,Peter Luczak
2010,Thomaz Bellucci,Fernando Gonzalez
2010,Juan Monaco,Joao Souza
2010,Thomaz Bellucci,Juan Monaco
2010,Roger Federer,Jarkko Nieminen
2010,Alejandro Falla,Noam Okun
2010,Marco Chiudinelli,Olivier Rochus
2010,Philipp Kohlschreiber,Ruben Bemelmans
2010,Dominik Meffert,Juan Carlos Ferrero
2010,Lukas Lacko,Jeremy Chardy
2010,Viktor Troicki,Guillermo Garcia Lopez
2010,Philipp Petzschner,Marcos Baghdatis
2010,Lleyton Hewitt,Peter Luczak
2010,Thiemo De Bakker,Rohan Bopanna
2010,Andreas Beck,Sergiy Stakhovsky
2010,Nicolas Kiefer,Mikhail Youzhny
2010,Jurgen Melzer,Alexander Kudryavtsev
2010,Mischa Zverev,Florent Serra
2010,Benjamin Becker,Mikhail Ledovskikh
2010,Nikolay Davydenko,Simon Greul
2010,Roger Federer,Alejandro Falla
2010,Philipp Kohlschreiber,Marco Chiudinelli
2010,Lukas Lacko,Dominik Meffert
2010,Philipp Petzschner,Viktor Troicki
2010,Lleyton Hewitt,Thiemo De Bakker
2010,Andreas Beck,Nicolas Kiefer
2010,Mischa Zverev,Jurgen Melzer
2010,Benjamin Becker,Nikolay Davydenko
2010,Roger Federer,Philipp Kohlschreiber
2010,Philipp Petzschner,Lukas Lacko
2010,Lleyton Hewitt,Andreas Beck
2010,Benjamin Becker,Mischa Zverev
2010,Roger Federer,Philipp Petzschner
2010,Lleyton Hewitt,Benjamin Becker
2010,Lleyton Hewitt,Roger Federer
2010,Richard Gasquet,Nicolas Mahut
2010,Radek Stepanek,Michael Russell
2010,Santiago Giraldo,Thiemo De Bakker
2010,Fabio Fognini,Michael Berrer
2010,David Nalbandian,Marcel Granollers
2010,Sergiy Stakhovsky,Illya Marchenko
2010,Benjamin Becker,Denis Istomin
2010,Arnaud Clement,Feliciano Lopez
2010,Jarkko Nieminen,Xavier Malisse
2010,Ernests Gulbis,Juan Ignacio Chela
2010,Stanislas Wawrinka,Josselin Ouanna
2010,Gilles Simon,Andrey Golubev
2010,Florent Serra,Albert Montanes
2010,Thomaz Bellucci,Philipp Kohlschreiber
2010,Michael Llodra,Potito Starace
2010,Juan Monaco,Sam Querrey
2010,Roger Federer,Richard Gasquet
2010,Radek Stepanek,Nicolas Almagro
2010,Jurgen Melzer,Santiago Giraldo
2010,David Ferrer,Fabio Fognini
2010,Andy Murray,David Nalbandian
2010,Marin Cilic,Sergiy Stakhovsky
2010,Gael Monfils,Benjamin Becker
2010,Fernando Verdasco,Arnaud Clement
2010,Andy Roddick,Jarkko Nieminen
2010,Ernests Gulbis,Mikhail Youzhny
2010,Stanislas Wawrinka,Ivan Ljubicic
2010,Robin Soderling,Gilles Simon
2010,Tomas Berdych,Florent Serra
2010,Nikolay Davydenko,Thomaz Bellucci
2010,Michael Llodra,John Isner
2010,Novak Djokovic,Juan Monaco
2010,Roger Federer,Radek Stepanek
2010,Jurgen Melzer,David Ferrer
2010,Andy Murray,Marin Cilic
2010,Gael Monfils,Fernando Verdasco
2010,Andy Roddick,Ernests Gulbis
2010,Robin Soderling,Stanislas Wawrinka
2010,Nikolay Davydenko,Tomas Berdych
2010,Michael Llodra,Novak Djokovic
2010,Roger Federer,Jurgen Melzer
2010,Gael Monfils,Andy Murray
2010,Robin Soderling,Andy Roddick
2010,Michael Llodra,Nikolay Davydenko
2010,Gael Monfils,Roger Federer
2010,Robin Soderling,Michael Llodra
2010,Robin Soderling,Gael Monfils
2010,Stanislas Wawrinka,Frank Dancevic
2010,Kevin Anderson,Leonardo Mayer
2010,Sam Querrey,Michael Russell
2010,Viktor Troicki,Marin Cilic
2010,Philipp Kohlschreiber,Janko Tipsarevic
2010,Yen Hsun Lu,Pierre Ludovic Duclos
2010,Xavier Malisse,Michael Berrer
2010,Thiemo De Bakker,Feliciano Lopez
2010,Gael Monfils,Somdev Devvarman
2010,David Nalbandian,David Ferrer
2010,Tommy Robredo,Jarkko Nieminen
2010,Ernests Gulbis,Thomaz Bellucci
2010,Sergiy Stakhovsky,Richard Gasquet
2010,Alexandr Dolgopolov,Philipp Petzschner
2010,Mikhail Youzhny,Gilles Simon
2010,Nicolas Almagro,Illya Marchenko
2010,Michael Llodra,Santiago Giraldo
2010,Juan Ignacio Chela,Alejandro Falla
2010,Fabio Fognini,Radek Stepanek
2010,Jeremy Chardy,Marcos Baghdatis
2010,Fernando Verdasco,Eduardo Schwank
2010,Peter Polansky,Jurgen Melzer
2010,Victor Hanescu,Milos Raonic
2010,Julien Benneteau,Denis Istomin
2010,Rafael Nadal,Stanislas Wawrinka
2010,Kevin Anderson,Sam Querrey
2010,Philipp Kohlschreiber,Viktor Troicki
2010,Yen Hsun Lu,Paul Henri Mathieu
2010,Andy Murray,Xavier Malisse
2010,Gael Monfils,Thiemo De Bakker
2010,David Nalbandian,Tommy Robredo
2010,Robin Soderling,Ernests Gulbis
2010,Tomas Berdych,Sergiy Stakhovsky
2010,Alexandr Dolgopolov,Mikhail Youzhny
2010,Michael Llodra,Nicolas Almagro
2010,Roger Federer,Juan Ignacio Chela
2010,Nikolay Davydenko,Fabio Fognini
2010,Jeremy Chardy,Fernando Verdasco
2010,Victor Hanescu,Peter Polansky
2010,Novak Djokovic,Julien Benneteau
2010,Rafael Nadal,Kevin Anderson
2010,Philipp Kohlschreiber,Yen Hsun Lu
2010,Andy Murray,Gael Monfils
2010,David Nalbandian,Robin Soderling
2010,Tomas Berdych,Alexandr Dolgopolov
2010,Roger Federer,Michael Llodra
2010,Jeremy Chardy,Nikolay Davydenko
2010,Novak Djokovic,Victor Hanescu
2010,Rafael Nadal,Philipp Kohlschreiber
2010,Andy Murray,David Nalbandian
2010,Roger Federer,Tomas Berdych
2010,Novak Djokovic,Jeremy Chardy
2010,Andy Murray,Rafael Nadal
2010,Roger Federer,Novak Djokovic
2010,Andy Murray,Roger Federer
2010,Taylor Dent,Feliciano Lopez
2010,Julien Benneteau,Michael Llodra
2010,Stanislas Wawrinka,Nicolas Almagro
2010,Marcos Baghdatis,Marin Cilic
2010,Thomaz Bellucci,Benjamin Becker
2010,Paul Henri Mathieu,Victor Hanescu
2010,Denis Istomin,James Blake
2010,Philipp Kohlschreiber,Horacio Zeballos
2010,Alejandro Falla,Gael Monfils
2010,David Ferrer,Alexandr Dolgopolov
2010,Sam Querrey,Philipp Petzschner
2010,Robby Ginepri,Somdev Devvarman
2010,Mardy Fish,Gilles Simon
2010,Michael Berrer,Tommy Robredo
2010,Richard Gasquet,Mikhail Youzhny
2010,Jurgen Melzer,Santiago Giraldo
2010,Ernests Gulbis,Donald Young
2010,Jeremy Chardy,Florian Mayer
2010,Lleyton Hewitt,Yen Hsun Lu
2010,Thiemo De Bakker,Juan Monaco
2010,Andy Roddick,Sergiy Stakhovsky
2010,David Nalbandian,Ivan Ljubicic
2010,John Isner,Lukasz Kubot
2010,Viktor Troicki,Radek Stepanek
2010,Rafael Nadal,Taylor Dent
2010,Julien Benneteau,Stanislas Wawrinka
2010,Marcos Baghdatis,Thomaz Bellucci
2010,Tomas Berdych,Paul Henri Mathieu
2010,Roger Federer,Denis Istomin
2010,Philipp Kohlschreiber,Alejandro Falla
2010,David Ferrer,Sam Querrey
2010,Nikolay Davydenko,Robby Ginepri
2010,Mardy Fish,Fernando Verdasco
2010,Richard Gasquet,Michael Berrer
2010,Ernests Gulbis,Jurgen Melzer
2010,Andy Murray,Jeremy Chardy
2010,Robin Soderling,Lleyton Hewitt
2010,Andy Roddick,Thiemo De Bakker
2010,David Nalbandian,John Isner
2010,Novak Djokovic,Viktor Troicki
2010,Rafael Nadal,Julien Benneteau
2010,Marcos Baghdatis,Tomas Berdych
2010,Roger Federer,Philipp Kohlschreiber
2010,Nikolay Davydenko,David Ferrer
2010,Mardy Fish,Richard Gasquet
2010,Andy Murray,Ernests Gulbis
2010,Andy Roddick,Robin Soderling
2010,Novak Djokovic,David Nalbandian
2010,Marcos Baghdatis,Rafael Nadal
2010,Roger Federer,Nikolay Davydenko
2010,Mardy Fish,Andy Murray
2010,Andy Roddick,Novak Djokovic
2010,Roger Federer,Marcos Baghdatis
2010,Mardy Fish,Andy Roddick
2010,Roger Federer,Mardy Fish
2010,Tim Smyczek,Teymuraz Gabashvili
2010,Alejandro Falla,Karol Beck
2010,Ernests Gulbis,Lukas Lacko
2010,Dudi Sela,Xavier Malisse
2010,James Blake,Leonardo Mayer
2010,Benjamin Becker,Giovanni Lapentti
2010,Janko Tipsarevic,Santiago Giraldo
2010,Somdev Devvarman,Steve Johnson
2010,Ryan Sweeting,Kristof Vliegen
2010,Rainer Schuettler,Horacio Zeballos
2010,Robby Ginepri,Ilija Bozoljac
2010,Kevin Anderson,Illya Marchenko
2010,Andy Murray,Tim Smyczek
2010,Alejandro Falla,Ernests Gulbis
2010,Feliciano Lopez,Dudi Sela
2010,James Blake,Benjamin Becker
2010,Janko Tipsarevic,Somdev Devvarman
2010,Marcos Baghdatis,Ryan Sweeting
2010,Rainer Schuettler,Robby Ginepri
2010,Sam Querrey,Kevin Anderson
2010,Andy Murray,Alejandro Falla
2010,Feliciano Lopez,James Blake
2010,Janko Tipsarevic,Marcos Baghdatis
2010,Sam Querrey,Rainer Schuettler
2010,Andy Murray,Feliciano Lopez
2010,Sam Querrey,Janko Tipsarevic
2010,Sam Querrey,Andy Murray
2010,Andy Roddick,Ryler Deheart
2010,Leonardo Mayer,Ernests Gulbis
2010,Jarkko Nieminen,Lars Poerschke
2010,Tomas Berdych,Wayne Odesnik
2010,Xavier Malisse,Radek Stepanek
2010,Michael Russell,Kyu Tae Im
2010,Taylor Dent,Alex Bogomolov Jr
2010,Sam Querrey,Teymuraz Gabashvili
2010,Philipp Kohlschreiber,Rajeev Ram
2010,Dudi Sela,Santiago Giraldo
2010,Denis Istomin,Ryan Harrison
2010,Tommy Haas,Devin Britton
2010,Bjorn Phau,Jeremy Chardy
2010,Ricardas Berankis,Robby Ginepri
2010,Benjamin Becker,Tim Smyczek
2010,Fernando Verdasco,Yen Hsun Lu
2010,Andy Roddick,Leonardo Mayer
2010,Tomas Berdych,Jarkko Nieminen
2010,Michael Russell,Xavier Malisse
2010,Sam Querrey,Taylor Dent
2010,Philipp Kohlschreiber,Dudi Sela
2010,Denis Istomin,Tommy Haas
2010,Ricardas Berankis,Bjorn Phau
2010,Fernando Verdasco,Benjamin Becker
2010,Andy Roddick,Tomas Berdych
2010,Sam Querrey,Michael Russell
2010,Denis Istomin,Philipp Kohlschreiber
2010,Fernando Verdasco,Ricardas Berankis
2010,Andy Roddick,Sam Querrey
2010,Fernando Verdasco,Denis Istomin
2010,Fernando Verdasco,Andy Roddick
2010,Guillermo Garcia Lopez,Christophe Rochus
2010,Victor Hanescu,Andreas Beck
2010,Thomaz Bellucci,Jarkko Nieminen
2010,Simone Bolelli,Tommy Robredo
2010,Alberto Martin,Mikhail Kukushkin
2010,Marcel Granollers,Lukasz Kubot
2010,Albert Ramos,Michael Russell
2010,Ernests Gulbis,Peter Luczak
2010,Jeremy Chardy,Albert Montanes
2010,Jurgen Melzer,Nicolas Lapentti
2010,Oscar Hernandez,Illya Marchenko
2010,Richard Gasquet,Igor Andreev
2010,Sergiy Stakhovsky,Mischa Zverev
2010,Thiemo De Bakker,Alejandro Falla
2010,Daniel Gimeno Traver,Juan Monaco
2010,Nicolas Almagro,Santiago Ventura
2010,Simon Greul,Pere Riba
2010,Jan Hajek,Potito Starace
2010,Pablo Cuevas,Horacio Zeballos
2010,Eduardo Schwank,Fabio Fognini
2010,Lleyton Hewitt,Marsel Ilhan
2010,Feliciano Lopez,Alexandr Dolgopolov
2010,Denis Istomin,Stephane Robert
2010,Juan Ignacio Chela,Filip Krajinovic
2010,Guillermo Garcia Lopez,Teymuraz Gabashvili
2010,Thomaz Bellucci,Victor Hanescu
2010,Simone Bolelli,Alberto Martin
2010,David Ferrer,Marcel Granollers
2010,Albert Ramos,Fernando Gonzalez
2010,Ernests Gulbis,Jeremy Chardy
2010,Jurgen Melzer,Oscar Hernandez
2010,Fernando Verdasco,Richard Gasquet
2010,Juan Carlos Ferrero,Sergiy Stakhovsky
2010,Thiemo De Bakker,Daniel Gimeno Traver
2010,Nicolas Almagro,Simon Greul
2010,Jo Wilfried Tsonga,Jan Hajek
2010,Ivan Navarro,Pablo Cuevas
2010,Eduardo Schwank,Lleyton Hewitt
2010,Feliciano Lopez,Denis Istomin
2010,Robin Soderling,Juan Ignacio Chela
2010,Thomaz Bellucci,Guillermo Garcia Lopez
2010,David Ferrer,Simone Bolelli
2010,Ernests Gulbis,Albert Ramos
2010,Fernando Verdasco,Jurgen Melzer
2010,Thiemo De Bakker,Juan Carlos Ferrero
2010,Jo Wilfried Tsonga,Nicolas Almagro
2010,Eduardo Schwank,Ivan Navarro
2010,Robin Soderling,Feliciano Lopez
2010,David Ferrer,Thomaz Bellucci
2010,Fernando Verdasco,Ernests Gulbis
2010,Thiemo De Bakker,Jo Wilfried Tsonga
2010,Robin Soderling,Eduardo Schwank
2010,Fernando Verdasco,David Ferrer
2010,Robin Soderling,Thiemo De Bakker
2010,Fernando Verdasco,Robin Soderling
2010,Potito Starace,Frederico Gil
2010,Richard Gasquet,Feliciano Lopez
2010,Benjamin Becker,Juan Ignacio Chela
2010,Julien Benneteau,Dudi Sela
2010,Pablo Cuevas,Michael Llodra
2010,Leonardo Mayer,Igor Andreev
2010,Viktor Troicki,Florent Serra
2010,Marcos Baghdatis,Nick Lindahl
2010,Andreas Seppi,Marinko Matosevic
2010,Evgeny Korolev,Sam Querrey
2010,Mardy Fish,Carsten Ball
2010,Peter Luczak,Jose Acasuso
2010,Potito Starace,Daniel Gimeno Traver
2010,Richard Gasquet,Benjamin Becker
2010,Julien Benneteau,Taylor Dent
2010,Leonardo Mayer,Pablo Cuevas
2010,Marcos Baghdatis,Viktor Troicki
2010,Lleyton Hewitt,Andreas Seppi
2010,Mardy Fish,Evgeny Korolev
2010,Peter Luczak,Tomas Berdych
2010,Richard Gasquet,Potito Starace
2010,Julien Benneteau,Leonardo Mayer
2010,Marcos Baghdatis,Lleyton Hewitt
2010,Mardy Fish,Peter Luczak
2010,Richard Gasquet,Julien Benneteau
2010,Marcos Baghdatis,Mardy Fish
2010,Marcos Baghdatis,Richard Gasquet
2010,Andy Roddick,Peter Luczak
2010,Carsten Ball,Mischa Zverev
2010,Richard Gasquet,Jarkko Nieminen
2010,Matthew Ebden,Jurgen Melzer
2010,Tomas Berdych,Nick Lindahl
2010,Marcos Baghdatis,Mardy Fish
2010,Harel Levy,Michael Llodra
2010,Thomaz Bellucci,Juan Ignacio Chela
2010,James Blake,Sam Querrey
2010,Marc Gicquel,Philipp Petzschner
2010,Florent Serra,Julian Reister
2010,Gael Monfils,Taylor Dent
2010,Alejandro Falla,Jeremy Chardy
2010,Wayne Odesnik,Arnaud Clement
2010,Alexandr Dolgopolov,Bernard Tomic
2010,Radek Stepanek,John Millman
2010,Andy Roddick,Carsten Ball
2010,Richard Gasquet,Matthew Ebden
2010,Tomas Berdych,Marcos Baghdatis
2010,Thomaz Bellucci,Harel Levy
2010,James Blake,Marc Gicquel
2010,Gael Monfils,Florent Serra
2010,Wayne Odesnik,Alejandro Falla
2010,Radek Stepanek,Alexandr Dolgopolov
2010,Andy Roddick,Richard Gasquet
2010,Tomas Berdych,Thomaz Bellucci
2010,Gael Monfils,James Blake
2010,Radek Stepanek,Wayne Odesnik
2010,Andy Roddick,Tomas Berdych
2010,Radek Stepanek,Gael Monfils
2010,Andy Roddick,Radek Stepanek
2010,Lukasz Kubot,James Blake
2010,Tobias Kamke,Matthias Bachinger
2010,Philipp Kohlschreiber,Alejandro Falla
2010,Santiago Giraldo,Xavier Malisse
2010,Grega Zemlja,Marsel Ilhan
2010,Juan Ignacio Chela,Andrej Martin
2010,Michael Berrer,Guillermo Garcia Lopez
2010,Pablo Cuevas,Thiemo De Bakker
2010,Bjorn Phau,Florian Mayer
2010,Andreas Haider Maurer,Thomas Muster
2010,Andreas Seppi,Martin Fischer
2010,Jan Hajek,Pere Riba
2010,Jurgen Melzer,Lukasz Kubot
2010,Philipp Kohlschreiber,Tobias Kamke
2010,Nicolas Almagro,Santiago Giraldo
2010,Juan Ignacio Chela,Grega Zemlja
2010,Michael Berrer,Pablo Cuevas
2010,Marcos Baghdatis,Bjorn Phau
2010,Andreas Haider Maurer,Andreas Seppi
2010,Marin Cilic,Jan Hajek
2010,Jurgen Melzer,Philipp Kohlschreiber
2010,Nicolas Almagro,Juan Ignacio Chela
2010,Michael Berrer,Marcos Baghdatis
2010,Andreas Haider Maurer,Marin Cilic
2010,Jurgen Melzer,Nicolas Almagro
2010,Andreas Haider Maurer,Michael Berrer
2010,Jurgen Melzer,Andreas Haider Maurer
2010,Nicolas Almagro,Lukasz Kubot
2010,Denis Istomin,Eduardo Schwank
2010,Illya Marchenko,Andreas Seppi
2010,Horacio Zeballos,Lukas Lacko
2010,Julien Benneteau,James Blake
2010,Dudi Sela,Kevin Anderson
2010,Fabio Fognini,Giovanni Lapentti
2010,Guillermo Garcia Lopez,Marc Gicquel
2010,Michael Llodra,Martin Emmrich
2010,Stephane Robert,Leonardo Mayer
2010,Andrey Kuznetsov,Kei Nishikori
2010,Gilles Simon,Evgeny Korolev
2010,Alexandr Dolgopolov,Jamie Baker
2010,Yen Hsun Lu,Karol Beck
2010,Rainer Schuettler,Andrey Golubev
2010,James Ward,Feliciano Lopez
2010,Denis Istomin,Nicolas Almagro
2010,Illya Marchenko,Horacio Zeballos
2010,Julien Benneteau,Dudi Sela
2010,Guillermo Garcia Lopez,Fabio Fognini
2010,Michael Llodra,Stephane Robert
2010,Gilles Simon,Andrey Kuznetsov
2010,Alexandr Dolgopolov,Yen Hsun Lu
2010,James Ward,Rainer Schuettler
2010,Denis Istomin,Illya Marchenko
2010,Guillermo Garcia Lopez,Julien Benneteau
2010,Michael Llodra,Gilles Simon
2010,Alexandr Dolgopolov,James Ward
2010,Guillermo Garcia Lopez,Denis Istomin
2010,Michael Llodra,Alexandr Dolgopolov
2010,Michael Llodra,Guillermo Garcia Lopez
2010,Juan Carlos Ferrero,Eduardo Schwank
2010,Nicolas Massu,Rogerio Dutra Silva
2010,Juan Ignacio Chela,Peter Luczak
2010,Carlos Berlocq,Ricardo Hocevar
2010,Thomaz Bellucci,Thiago Alves
2010,Daniel Gimeno Traver,Santiago Ventura
2010,Ricardo Mello,Paolo Lorenzi
2010,Victor Hanescu,Joao Souza
2010,Pablo Cuevas,Filippo Volandri
2010,Frederico Gil,Pablo Andujar
2010,Rui Machado,Marcos Daniel
2010,Igor Andreev,Potito Starace
2010,Marcel Granollers,Horacio Zeballos
2010,Fabio Fognini,Martin Vassallo Arguello
2010,Lukasz Kubot,Oscar Hernandez
2010,Albert Montanes,Simon Greul
2010,Juan Carlos Ferrero,Nicolas Massu
2010,Carlos Berlocq,Juan Ignacio Chela
2010,Thomaz Bellucci,Daniel Gimeno Traver
2010,Ricardo Mello,Victor Hanescu
2010,Pablo Cuevas,Frederico Gil
2010,Igor Andreev,Rui Machado
2010,Fabio Fognini,Marcel Granollers
2010,Lukasz Kubot,Albert Montanes
2010,Juan Carlos Ferrero,Carlos Berlocq
2010,Ricardo Mello,Thomaz Bellucci
2010,Igor Andreev,Pablo Cuevas
2010,Lukasz Kubot,Fabio Fognini
2010,Juan Carlos Ferrero,Ricardo Mello
2010,Lukasz Kubot,Igor Andreev
2010,Juan Carlos Ferrero,Lukasz Kubot
2010,Novak Djokovic,Mao Xin Gong
2010,Mardy Fish,Janko Tipsarevic
2010,Gilles Simon,Sam Querrey
2010,Michael Berrer,Tomas Berdych
2010,Nikolay Davydenko,Florian Mayer
2010,Marin Cilic,Thomaz Bellucci
2010,John Isner,Tsung Hua Yang
2010,Philipp Kohlschreiber,Fernando Verdasco
2010,David Ferrer,Denis Istomin
2010,Yen Hsun Lu,Illya Marchenko
2010,Nicolas Almagro,Lukasz Kubot
2010,Robin Soderling,Tommy Robredo
2010,Ivan Ljubicic,Mikhail Youzhny
2010,Alexandr Dolgopolov,Marcos Baghdatis
2010,Albert Montanes,Andrey Golubev
2010,Andy Murray,Paul Henri Mathieu
2010,Novak Djokovic,Mardy Fish
2010,Gilles Simon,Michael Berrer
2010,Nikolay Davydenko,Marin Cilic
2010,John Isner,Philipp Kohlschreiber
2010,David Ferrer,Yen Hsun Lu
2010,Robin Soderling,Nicolas Almagro
2010,Ivan Ljubicic,Alexandr Dolgopolov
2010,Andy Murray,Albert Montanes
2010,Novak Djokovic,Gilles Simon
2010,John Isner,Nikolay Davydenko
2010,David Ferrer,Robin Soderling
2010,Ivan Ljubicic,Andy Murray
2010,Novak Djokovic,John Isner
2010,David Ferrer,Ivan Ljubicic
2010,Novak Djokovic,David Ferrer
2010,Stephane Robert,Olivier Patience
2010,Simone Bolelli,Antonio Veic
2010,Juan Ignacio Chela,Ruben Ramirez Hidalgo
2010,Ivan Dodig,Ivan Navarro
2010,Bjorn Phau,Fabio Fognini
2010,Potito Starace,Sergiy Stakhovsky
2010,Alexandr Dolgopolov,Paolo Lorenzi
2010,Franco Skugor,Filippo Volandri
2010,Pablo Cuevas,Simone Vagnozzi
2010,Olivier Rochus,Philipp Petzschner
2010,Andreas Seppi,Maximo Gonzalez
2010,Jan Hajek,Gerald Melzer
2010,Nikolay Davydenko,Stephane Robert
2010,Juan Ignacio Chela,Simone Bolelli
2010,Ivan Ljubicic,Ivan Dodig
2010,Potito Starace,Bjorn Phau
2010,Alexandr Dolgopolov,Franco Skugor
2010,Juan Carlos Ferrero,Pablo Cuevas
2010,Andreas Seppi,Olivier Rochus
2010,Jurgen Melzer,Jan Hajek
2010,Juan Ignacio Chela,Nikolay Davydenko
2010,Potito Starace,Ivan Ljubicic
2010,Juan Carlos Ferrero,Alexandr Dolgopolov
2010,Andreas Seppi,Jurgen Melzer
2010,Potito Starace,Juan Ignacio Chela
2010,Juan Carlos Ferrero,Andreas Seppi
2010,Juan Carlos Ferrero,Potito Starace
2010,Pablo Cuevas,Daniel Brands
2010,Mikhail Kukushkin,Jeremy Chardy
2010,Radek Stepanek,Victor Hanescu
2010,Viktor Troicki,Dmitry Tursunov
2010,Victor Crivoi,Andrey Kuznetsov
2010,Horacio Zeballos,Janko Tipsarevic
2010,Sergiy Stakhovsky,Michael Russell
2010,Alexandr Dolgopolov,Ilya Belyaev
2010,Potito Starace,Teymuraz Gabashvili
2010,Andrey Golubev,Maximo Gonzalez
2010,Igor Kunitsyn,Igor Andreev
2010,Denis Istomin,Illya Marchenko
2010,Pablo Cuevas,Nikolay Davydenko
2010,Radek Stepanek,Mikhail Kukushkin
2010,Viktor Troicki,Jo Wilfried Tsonga
2010,Horacio Zeballos,Victor Crivoi
2010,Alexandr Dolgopolov,Sergiy Stakhovsky
2010,Marcos Baghdatis,Potito Starace
2010,Igor Kunitsyn,Andrey Golubev
2010,Denis Istomin,Paul Henri Mathieu
2010,Pablo Cuevas,Radek Stepanek
2010,Viktor Troicki,Horacio Zeballos
2010,Marcos Baghdatis,Alexandr Dolgopolov
2010,Denis Istomin,Igor Kunitsyn
2010,Viktor Troicki,Pablo Cuevas
2010,Marcos Baghdatis,Denis Istomin
2010,Viktor Troicki,Marcos Baghdatis
2010,Lukas Lacko,Arnaud Clement
2010,Michael Berrer,Rainer Schuettler
2010,Philipp Kohlschreiber,Thomas Fabbiano
2010,Xavier Malisse,Edouard Roger Vasselin
2010,Igor Sijsling,Thierry Ascione
2010,Gilles Simon,Dustin Brown
2010,Tommy Robredo,Daniel Brands
2010,Denis Istomin,Florent Serra
2010,Paul Henri Mathieu,Adrian Mannarino
2010,Kristof Vliegen,Federico Delbonis
2010,Jarkko Nieminen,Benjamin Becker
2010,Mischa Zverev,Horacio Zeballos
2010,Marin Cilic,Lukas Lacko
2010,Philipp Kohlschreiber,Michael Berrer
2010,Xavier Malisse,Ivan Ljubicic
2010,Gilles Simon,Igor Sijsling
2010,Tommy Robredo,Denis Istomin
2010,Richard Gasquet,Paul Henri Mathieu
2010,Jarkko Nieminen,Kristof Vliegen
2010,Mischa Zverev,Nicolas Mahut
2010,Philipp Kohlschreiber,Marin Cilic
2010,Gilles Simon,Xavier Malisse
2010,Richard Gasquet,Tommy Robredo
2010,Mischa Zverev,Jarkko Nieminen
2010,Gilles Simon,Philipp Kohlschreiber
