year,winner_name,loser_name
2007,Sam Querrey,Juan Monaco
2007,Roger Federer,Nicolas Almagro
2007,Lleyton Hewitt,Carlos Moya
2007,Nikolay Davydenko,David Ferrer
2007,James Blake,Sam Querrey
2007,Roger Federer,Lleyton Hewitt
2007,James Blake,Nikolay Davydenko
2007,Roger Federer,James Blake
2007,Zack Fleishman,Fernando Gonzalez
2007,Robert Kendrick,Wesley Whitehouse
2007,Radek Stepanek,Alex Bogdanovic
2007,Mardy Fish,Sam Querrey
2007,Igor Kunitsyn,David Nalbandian
2007,Nicolas Kiefer,Teymuraz Gabashvili
2007,Ricardo Mello,Phillip King
2007,Michael Berrer,Amer Delic
2007,Hyung Taik Lee,Kevin Kim
2007,Wesley Moodie,Kei Nishikori
2007,George Bastl,Ilija Bozoljac
2007,Marat Safin,Chris Guccione
2007,Dmitry Tursunov,Danai Udomchoke
2007,Vincent Spadea,Thiago Alves
2007,Paul Goldstein,Adrian Garcia
2007,James Blake,Alexander Peya
2007,Zack Fleishman,Robert Kendrick
2007,Radek Stepanek,Mardy Fish
2007,Nicolas Kiefer,Igor Kunitsyn
2007,Michael Berrer,Ricardo Mello
2007,Hyung Taik Lee,Wesley Moodie
2007,Marat Safin,George Bastl
2007,Vincent Spadea,Dmitry Tursunov
2007,James Blake,Paul Goldstein
2007,Radek Stepanek,Zack Fleishman
2007,Nicolas Kiefer,Michael Berrer
2007,Hyung Taik Lee,Marat Safin
2007,James Blake,Vincent Spadea
2007,Radek Stepanek,Nicolas Kiefer
2007,James Blake,Hyung Taik Lee
2007,Radek Stepanek,James Blake
2007,Andy Roddick,Frank Dancevic
2007,Sam Querrey,Paul Goldstein
2007,Feliciano Lopez,Rainer Schuettler
2007,Vincent Spadea,Danai Udomchoke
2007,Andy Murray,Kevin Kim
2007,Kristian Pless,Sergiy Stakhovsky
2007,Simon Greul,Robert Kendrick
2007,Hyung Taik Lee,Phillip King
2007,Benjamin Becker,Dusan Vemic
2007,Bjorn Phau,Konstantinos Economidis
2007,Yen Hsun Lu,Brian Wilson
2007,Marat Safin,Scott Oudsema
2007,Mardy Fish,Teymuraz Gabashvili
2007,Sam Warburg,Amer Delic
2007,Ivo Karlovic,Guillermo Garcia Lopez
2007,James Blake,Igor Kunitsyn
2007,Andy Roddick,Sam Querrey
2007,Vincent Spadea,Feliciano Lopez
2007,Andy Murray,Kristian Pless
2007,Hyung Taik Lee,Simon Greul
2007,Benjamin Becker,Bjorn Phau
2007,Marat Safin,Yen Hsun Lu
2007,Mardy Fish,Sam Warburg
2007,Ivo Karlovic,James Blake
2007,Andy Roddick,Vincent Spadea
2007,Andy Murray,Hyung Taik Lee
2007,Benjamin Becker,Marat Safin
2007,Ivo Karlovic,Mardy Fish
2007,Andy Murray,Andy Roddick
2007,Ivo Karlovic,Benjamin Becker
2007,Andy Murray,Ivo Karlovic
2007,Kristof Vliegen,Davide Sanguinetti
2007,Thomas Johansson,Hyung Taik Lee
2007,Robin Soderling,Gaston Gaudio
2007,Simone Bolelli,Marat Safin
2007,Potito Starace,Sam Querrey
2007,Vincent Spadea,Teymuraz Gabashvili
2007,Alberto Martin,Alejandro Falla
2007,Felix Mantilla,Farrukh Dustov
2007,Carlos Moya,Marcel Granollers
2007,Andrei Pavel,Radek Stepanek
2007,Boris Pashanski,Carlos Berlocq
2007,Paul Goldstein,Fernando Vicente
2007,Andreas Seppi,Ivo Karlovic
2007,Benjamin Becker,Igor Kunitsyn
2007,Oscar Hernandez,Dmitry Tursunov
2007,Agustin Calleri,Marc Lopez
2007,Paolo Lorenzi,Stefano Galvani
2007,Feliciano Lopez,Guillermo Garcia Lopez
2007,Pablo Andujar,Bartolome Salva Vidal
2007,Jiri Vanek,Juan Antonio Marin
2007,Guillermo Canas,Max Mirnyi
2007,Nicolas Almagro,Fabio Fognini
2007,Filippo Volandri,Evgeny Korolev
2007,Yuri Schukin,Werner Eschauer
2007,Rafael Nadal,Kristof Vliegen
2007,Thomas Johansson,Robin Soderling
2007,Potito Starace,Simone Bolelli
2007,Juan Ignacio Chela,Vincent Spadea
2007,David Nalbandian,Alberto Martin
2007,Carlos Moya,Felix Mantilla
2007,Boris Pashanski,Andrei Pavel
2007,David Ferrer,Paul Goldstein
2007,Jarkko Nieminen,Andreas Seppi
2007,Oscar Hernandez,Benjamin Becker
2007,Agustin Calleri,Paolo Lorenzi
2007,Tommy Robredo,Feliciano Lopez
2007,Pablo Andujar,Juan Carlos Ferrero
2007,Guillermo Canas,Jiri Vanek
2007,Filippo Volandri,Nicolas Almagro
2007,Nikolay Davydenko,Yuri Schukin
2007,Rafael Nadal,Thomas Johansson
2007,Potito Starace,Juan Ignacio Chela
2007,David Nalbandian,Carlos Moya
2007,David Ferrer,Boris Pashanski
2007,Oscar Hernandez,Jarkko Nieminen
2007,Agustin Calleri,Tommy Robredo
2007,Guillermo Canas,Pablo Andujar
2007,Nikolay Davydenko,Filippo Volandri
2007,Rafael Nadal,Potito Starace
2007,David Ferrer,David Nalbandian
2007,Agustin Calleri,Oscar Hernandez
2007,Guillermo Canas,Nikolay Davydenko
2007,Rafael Nadal,David Ferrer
2007,Guillermo Canas,Agustin Calleri
2007,Rafael Nadal,Guillermo Canas
2007,James Blake,Jonas Bjorkman
2007,Frank Dancevic,Peter Wessels
2007,Peter Luczak,Benjamin Becker
2007,Jarkko Nieminen,Tobias Kamke
2007,Michael Llodra,Denis Gremelmayr
2007,Thomas Johansson,Juan Martin Del Potro
2007,Mario Ancic,Amer Delic
2007,Bjorn Rehnquist,Vincent Spadea
2007,Juan Monaco,Ervin Eleskovic
2007,Filip Prpic,Oscar Hernandez
2007,Albert Montanes,Rohan Bopanna
2007,Tommy Haas,Olivier Rochus
2007,Ivo Karlovic,Nicolas Massu
2007,Joachim Johansson,Carlos Berlocq
2007,Arnaud Clement,Max Mirnyi
2007,Michael Ryderstedt,Kenneth Carlsen
2007,James Blake,Frank Dancevic
2007,Jarkko Nieminen,Peter Luczak
2007,Thomas Johansson,Michael Llodra
2007,Mario Ancic,Bjorn Rehnquist
2007,Juan Monaco,Filip Prpic
2007,Tommy Haas,Albert Montanes
2007,Ivo Karlovic,Joachim Johansson
2007,Arnaud Clement,Michael Ryderstedt
2007,James Blake,Jarkko Nieminen
2007,Thomas Johansson,Mario Ancic
2007,Tommy Haas,Juan Monaco
2007,Ivo Karlovic,Arnaud Clement
2007,Thomas Johansson,James Blake
2007,Ivo Karlovic,Tommy Haas
2007,Ivo Karlovic,Thomas Johansson
2007,Nikolay Davydenko,Zack Fleishman
2007,Marin Cilic,Rainer Schuettler
2007,Nicolas Kiefer,Dudi Sela
2007,Jo Wilfried Tsonga,Rohan Bopanna
2007,Tommy Robredo,Denis Gremelmayr
2007,Rik De Voest,Woong Sun Jun
2007,Kevin Kim,Xin Yuan Yu
2007,Igor Kunitsyn,Peng Sun
2007,Marcos Baghdatis,Shao Xuan Zeng
2007,Boris Pashanski,Yen Hsun Lu
2007,Viktor Troicki,Teymuraz Gabashvili
2007,Ivan Ljubicic,Kei Nishikori
2007,Hyung Taik Lee,Adrian Garcia
2007,Bjorn Phau,Davide Sanguinetti
2007,Paul Capdeville,Danai Udomchoke
2007,Fernando Gonzalez,Alexander Peya
2007,Marin Cilic,Nikolay Davydenko
2007,Nicolas Kiefer,Jo Wilfried Tsonga
2007,Tommy Robredo,Rik De Voest
2007,Igor Kunitsyn,Kevin Kim
2007,Marcos Baghdatis,Boris Pashanski
2007,Ivan Ljubicic,Viktor Troicki
2007,Hyung Taik Lee,Bjorn Phau
2007,Fernando Gonzalez,Paul Capdeville
2007,Nicolas Kiefer,Marin Cilic
2007,Tommy Robredo,Igor Kunitsyn
2007,Ivan Ljubicic,Marcos Baghdatis
2007,Fernando Gonzalez,Hyung Taik Lee
2007,Tommy Robredo,Nicolas Kiefer
2007,Fernando Gonzalez,Ivan Ljubicic
2007,Fernando Gonzalez,Tommy Robredo
2007,Roger Federer,Kristian Pless
2007,Daniele Bracciali,Oliver Marach
2007,Rainer Schuettler,Andreas Seppi
2007,Novak Djokovic,Kristof Vliegen
2007,Nikolay Davydenko,Younes El Aynaoui
2007,Olivier Rochus,Hyung Taik Lee
2007,Florent Serra,Jonas Bjorkman
2007,Tommy Haas,Radek Stepanek
2007,Robin Soderling,David Ferrer
2007,Dominik Hrbaty,Omar Awadhy
2007,Gilles Simon,Philipp Kohlschreiber
2007,Fabrice Santoro,Tommy Robredo
2007,Tomas Berdych,Mohammad Ghareeb
2007,Mikhail Youzhny,Jarkko Nieminen
2007,Igor Andreev,Marc Gicquel
2007,Rafael Nadal,Marcos Baghdatis
2007,Roger Federer,Daniele Bracciali
2007,Novak Djokovic,Rainer Schuettler
2007,Olivier Rochus,Nikolay Davydenko
2007,Tommy Haas,Florent Serra
2007,Robin Soderling,Dominik Hrbaty
2007,Fabrice Santoro,Gilles Simon
2007,Mikhail Youzhny,Tomas Berdych
2007,Rafael Nadal,Igor Andreev
2007,Roger Federer,Novak Djokovic
2007,Tommy Haas,Olivier Rochus
2007,Robin Soderling,Fabrice Santoro
2007,Mikhail Youzhny,Rafael Nadal
2007,Roger Federer,Tommy Haas
2007,Mikhail Youzhny,Robin Soderling
2007,Roger Federer,Mikhail Youzhny
2007,Olivier Patience,Nikolay Davydenko
2007,Vincent Spadea,Teymuraz Gabashvili
2007,Frederico Gil,Ruben Ramirez Hidalgo
2007,Richard Gasquet,Max Mirnyi
2007,Paul Henri Mathieu,Fernando Gonzalez
2007,Igor Kunitsyn,Pedro Sousa
2007,Sam Querrey,Luis Horna
2007,Juan Monaco,Gael Monfils
2007,Dmitry Tursunov,Florent Serra
2007,Guillermo Garcia Lopez,Michael Russell
2007,Santiago Ventura,Sergio Roitman
2007,Novak Djokovic,Igor Andreev
2007,Agustin Calleri,Danai Udomchoke
2007,Juan Martin Del Potro,Alejandro Falla
2007,Alberto Martin,Evgeny Korolev
2007,Tommy Robredo,Albert Montanes
2007,Vincent Spadea,Olivier Patience
2007,Richard Gasquet,Frederico Gil
2007,Paul Henri Mathieu,Igor Kunitsyn
2007,Juan Monaco,Sam Querrey
2007,Guillermo Garcia Lopez,Dmitry Tursunov
2007,Novak Djokovic,Santiago Ventura
2007,Agustin Calleri,Juan Martin Del Potro
2007,Tommy Robredo,Alberto Martin
2007,Richard Gasquet,Vincent Spadea
2007,Paul Henri Mathieu,Juan Monaco
2007,Novak Djokovic,Guillermo Garcia Lopez
2007,Tommy Robredo,Agustin Calleri
2007,Richard Gasquet,Paul Henri Mathieu
2007,Novak Djokovic,Tommy Robredo
2007,Novak Djokovic,Richard Gasquet
2007,Roger Federer,Teymuraz Gabashvili
2007,Juan Martin Del Potro,Davide Sanguinetti
2007,Aisam Ul Haq Qureshi,Lee Childs
2007,Marat Safin,Rik De Voest
2007,Dmitry Tursunov,Nicolas Almagro
2007,Michael Berrer,Albert Montanes
2007,Tomas Zib,Diego Hartfield
2007,Tommy Haas,Zack Fleishman
2007,James Blake,Igor Andreev
2007,Andrei Pavel,Juan Pablo Guzman
2007,Gilles Muller,Oscar Hernandez
2007,Juan Carlos Ferrero,Jan Hajek
2007,Florent Serra,Philipp Kohlschreiber
2007,Janko Tipsarevic,Alexander Peya
2007,Alejandro Falla,Sam Querrey
2007,Fernando Gonzalez,Robby Ginepri
2007,Andy Roddick,Justin Gimelstob
2007,Danai Udomchoke,Carlos Berlocq
2007,Fernando Verdasco,Bobby Reynolds
2007,Andreas Seppi,Dominik Hrbaty
2007,David Ferrer,Sergio Roitman
2007,Paul Henri Mathieu,Radek Stepanek
2007,Jan Hernych,Marc Gicquel
2007,Ivan Ljubicic,Vincent Spadea
2007,Richard Gasquet,Bohdan Ulihrach
2007,Nicolas Mahut,Arnaud Clement
2007,Edouard Roger Vasselin,Jamie Baker
2007,Juan Ignacio Chela,Benjamin Becker
2007,Tim Henman,Carlos Moya
2007,Feliciano Lopez,Joshua Goodall
2007,Jo Wilfried Tsonga,Julien Benneteau
2007,Nicolas Lapentti,Kevin Kim
2007,Nikolay Davydenko,Evgeny Korolev
2007,Chris Guccione,Alex Bogdanovic
2007,Gael Monfils,Thomas Johansson
2007,Kristof Vliegen,Juan Monaco
2007,David Nalbandian,Mischa Zverev
2007,Frank Dancevic,Stefan Koubek
2007,Nicolas Devilder,Mariano Zabaleta
2007,Marcos Baghdatis,Ernests Gulbis
2007,Lleyton Hewitt,Richard Bloomfield
2007,Simone Bolelli,Guillermo Garcia Lopez
2007,Max Mirnyi,Yen Hsun Lu
2007,Guillermo Canas,Ivan Navarro
2007,Nicolas Kiefer,Filippo Volandri
2007,Fabrice Santoro,Ivo Karlovic
2007,Amer Delic,Lukas Dlouhy
2007,Novak Djokovic,Potito Starace
2007,Tomas Berdych,Nicolas Massu
2007,Michael Llodra,Stanislas Wawrinka
2007,Hyung Taik Lee,Martin Vassallo Arguello
2007,Agustin Calleri,Luis Horna
2007,Jonas Bjorkman,Fernando Vicente
2007,Jimmy Wang,Igor Kunitsyn
2007,Wayne Arthurs,Thiemo De Bakker
2007,Tommy Robredo,Robert Kendrick
2007,Mikhail Youzhny,Kristian Pless
2007,Gilles Simon,Marin Cilic
2007,Florian Mayer,Sam Warburg
2007,Jarkko Nieminen,Michael Russell
2007,Robin Soderling,Olivier Rochus
2007,Sebastien Grosjean,Jonathan Marray
2007,Werner Eschauer,Ruben Ramirez Hidalgo
2007,Rafael Nadal,Mardy Fish
2007,Roger Federer,Juan Martin Del Potro
2007,Marat Safin,Aisam Ul Haq Qureshi
2007,Dmitry Tursunov,Michael Berrer
2007,Tommy Haas,Tomas Zib
2007,James Blake,Andrei Pavel
2007,Juan Carlos Ferrero,Gilles Muller
2007,Janko Tipsarevic,Florent Serra
2007,Fernando Gonzalez,Alejandro Falla
2007,Andy Roddick,Danai Udomchoke
2007,Fernando Verdasco,Andreas Seppi
2007,Paul Henri Mathieu,David Ferrer
2007,Ivan Ljubicic,Jan Hernych
2007,Richard Gasquet,Nicolas Mahut
2007,Edouard Roger Vasselin,Juan Ignacio Chela
2007,Feliciano Lopez,Tim Henman
2007,Jo Wilfried Tsonga,Nicolas Lapentti
2007,Nikolay Davydenko,Chris Guccione
2007,Gael Monfils,Kristof Vliegen
2007,David Nalbandian,Frank Dancevic
2007,Marcos Baghdatis,Nicolas Devilder
2007,Lleyton Hewitt,Simone Bolelli
2007,Guillermo Canas,Max Mirnyi
2007,Nicolas Kiefer,Fabrice Santoro
2007,Novak Djokovic,Amer Delic
2007,Tomas Berdych,Michael Llodra
2007,Hyung Taik Lee,Agustin Calleri
2007,Jonas Bjorkman,Jimmy Wang
2007,Wayne Arthurs,Tommy Robredo
2007,Mikhail Youzhny,Gilles Simon
2007,Jarkko Nieminen,Florian Mayer
2007,Robin Soderling,Sebastien Grosjean
2007,Rafael Nadal,Werner Eschauer
2007,Roger Federer,Marat Safin
2007,Tommy Haas,Dmitry Tursunov
2007,Juan Carlos Ferrero,James Blake
2007,Janko Tipsarevic,Fernando Gonzalez
2007,Andy Roddick,Fernando Verdasco
2007,Paul Henri Mathieu,Ivan Ljubicic
2007,Richard Gasquet,Edouard Roger Vasselin
2007,Jo Wilfried Tsonga,Feliciano Lopez
2007,Nikolay Davydenko,Gael Monfils
2007,Marcos Baghdatis,David Nalbandian
2007,Lleyton Hewitt,Guillermo Canas
2007,Novak Djokovic,Nicolas Kiefer
2007,Tomas Berdych,Hyung Taik Lee
2007,Jonas Bjorkman,Wayne Arthurs
2007,Mikhail Youzhny,Jarkko Nieminen
2007,Rafael Nadal,Robin Soderling
2007,Roger Federer,Tommy Haas
2007,Juan Carlos Ferrero,Janko Tipsarevic
2007,Andy Roddick,Paul Henri Mathieu
2007,Richard Gasquet,Jo Wilfried Tsonga
2007,Marcos Baghdatis,Nikolay Davydenko
2007,Novak Djokovic,Lleyton Hewitt
2007,Tomas Berdych,Jonas Bjorkman
2007,Rafael Nadal,Mikhail Youzhny
2007,Roger Federer,Juan Carlos Ferrero
2007,Richard Gasquet,Andy Roddick
2007,Novak Djokovic,Marcos Baghdatis
2007,Rafael Nadal,Tomas Berdych
2007,Roger Federer,Richard Gasquet
2007,Rafael Nadal,Novak Djokovic
2007,Roger Federer,Rafael Nadal
2007,Sebastien Grosjean,Tommy Haas
2007,Martin Vassallo Arguello,Hyung Taik Lee
2007,Philipp Kohlschreiber,Arnaud Clement
2007,Jarkko Nieminen,Rainer Schuettler
2007,Marcos Baghdatis,Diego Hartfield
2007,Matthias Bachinger,Andreas Beck
2007,Daniel Brands,Martin Verkerk
2007,Alexander Waske,Radek Stepanek
2007,Jurgen Melzer,Olivier Rochus
2007,Raemon Sluiter,Jan Hajek
2007,Benjamin Becker,Nenad Zimonjic
2007,Mikhail Youzhny,Stefan Koubek
2007,Nicolas Devilder,Guillermo Canas
2007,Tobias Summerer,Ernests Gulbis
2007,Nicolas Massu,Thomas Johansson
2007,Tomas Berdych,Florian Mayer
2007,Sebastien Grosjean,Martin Vassallo Arguello
2007,Philipp Kohlschreiber,Jarkko Nieminen
2007,Marcos Baghdatis,Matthias Bachinger
2007,Alexander Waske,Daniel Brands
2007,Jurgen Melzer,Raemon Sluiter
2007,Mikhail Youzhny,Benjamin Becker
2007,Nicolas Devilder,Tobias Summerer
2007,Tomas Berdych,Nicolas Massu
2007,Philipp Kohlschreiber,Sebastien Grosjean
2007,Marcos Baghdatis,Alexander Waske
2007,Mikhail Youzhny,Jurgen Melzer
2007,Tomas Berdych,Nicolas Devilder
2007,Philipp Kohlschreiber,Marcos Baghdatis
2007,Mikhail Youzhny,Tomas Berdych
2007,Philipp Kohlschreiber,Mikhail Youzhny
2007,Nikolay Davydenko,Ruben Ramirez Hidalgo
2007,Nicolas Lapentti,Martin Verkerk
2007,Michael Russell,Martin Vassallo Arguello
2007,Juan Monaco,Jurgen Melzer
2007,Ivan Ljubicic,Amer Delic
2007,Luis Horna,Alexandr Dolgopolov
2007,Albert Montanes,Daniele Bracciali
2007,Mathieu Montcourt,Max Mirnyi
2007,Vincent Spadea,Dominik Hrbaty
2007,Diego Hartfield,Stanislas Wawrinka
2007,Potito Starace,Stefan Koubek
2007,Lleyton Hewitt,Sergio Roitman
2007,Hyung Taik Lee,Danai Udomchoke
2007,Gael Monfils,Sam Querrey
2007,Kristian Pless,Carlos Berlocq
2007,Andy Roddick,Alexander Peya
2007,Nikolay Davydenko,Nicolas Lapentti
2007,Juan Monaco,Michael Russell
2007,Luis Horna,Ivan Ljubicic
2007,Albert Montanes,Mathieu Montcourt
2007,Diego Hartfield,Vincent Spadea
2007,Lleyton Hewitt,Potito Starace
2007,Gael Monfils,Hyung Taik Lee
2007,Andy Roddick,Kristian Pless
2007,Juan Monaco,Nikolay Davydenko
2007,Luis Horna,Albert Montanes
2007,Lleyton Hewitt,Diego Hartfield
2007,Gael Monfils,Andy Roddick
2007,Juan Monaco,Luis Horna
2007,Gael Monfils,Lleyton Hewitt
2007,Juan Monaco,Gael Monfils
2007,Ivan Ljubicic,Roko Karanusic
2007,Stefan Koubek,Feliciano Lopez
2007,Thomas Johansson,Janko Tipsarevic
2007,Daniele Bracciali,Julien Benneteau
2007,Mikhail Youzhny,Nicolas Mahut
2007,Tomas Cakl,Potito Starace
2007,Fabrice Santoro,Guillermo Canas
2007,Marc Gicquel,Fernando Verdasco
2007,Michael Llodra,Kristof Vliegen
2007,Ivo Karlovic,Jiri Vanek
2007,Alexander Peya,Andreas Seppi
2007,Robin Soderling,Gilles Simon
2007,Arnaud Clement,Marin Cilic
2007,Lukas Dlouhy,Bjorn Phau
2007,Frank Dancevic,Alexander Waske
2007,Marcos Baghdatis,Florent Serra
2007,Ivan Ljubicic,Stefan Koubek
2007,Thomas Johansson,Daniele Bracciali
2007,Mikhail Youzhny,Tomas Cakl
2007,Marc Gicquel,Fabrice Santoro
2007,Michael Llodra,Ivo Karlovic
2007,Alexander Peya,Robin Soderling
2007,Arnaud Clement,Lukas Dlouhy
2007,Marcos Baghdatis,Frank Dancevic
2007,Ivan Ljubicic,Thomas Johansson
2007,Mikhail Youzhny,Marc Gicquel
2007,Alexander Peya,Michael Llodra
2007,Marcos Baghdatis,Arnaud Clement
2007,Ivan Ljubicic,Mikhail Youzhny
2007,Marcos Baghdatis,Alexander Peya
2007,Marcos Baghdatis,Ivan Ljubicic
2007,Andy Roddick,Thomas Johansson
2007,Benjamin Becker,Robert Kendrick
2007,Yen Hsun Lu,Chris Guccione
2007,Jurgen Melzer,Jesse Witten
2007,Andy Murray,Frank Dancevic
2007,Kristian Pless,Igor Kunitsyn
2007,Stefan Koubek,Simon Greul
2007,Evgeny Korolev,Robby Ginepri
2007,Teymuraz Gabashvili,Xavier Malisse
2007,Alex Kuznetsov,Kevin Kim
2007,Juan Martin Del Potro,Feliciano Lopez
2007,Mardy Fish,Bjorn Phau
2007,Julien Benneteau,Hyung Taik Lee
2007,Sam Querrey,Ivo Karlovic
2007,Amer Delic,Paul Goldstein
2007,Tommy Haas,Vincent Spadea
2007,Andy Roddick,Benjamin Becker
2007,Yen Hsun Lu,Jurgen Melzer
2007,Andy Murray,Kristian Pless
2007,Stefan Koubek,Evgeny Korolev
2007,Teymuraz Gabashvili,Alex Kuznetsov
2007,Mardy Fish,Juan Martin Del Potro
2007,Sam Querrey,Julien Benneteau
2007,Tommy Haas,Amer Delic
2007,Andy Roddick,Yen Hsun Lu
2007,Andy Murray,Stefan Koubek
2007,Mardy Fish,Teymuraz Gabashvili
2007,Tommy Haas,Sam Querrey
2007,Andy Roddick,Andy Murray
2007,Tommy Haas,Mardy Fish
2007,Tommy Haas,Andy Roddick
2007,Novak Djokovic,Robby Ginepri
2007,Tomas Zib,Florian Mayer
2007,Jurgen Melzer,Alexander Peya
2007,Juan Ignacio Chela,Guillermo Garcia Lopez
2007,Ivan Ljubicic,Andreas Haider Maurer
2007,Mardy Fish,Nicolas Almagro
2007,Robin Haase,Agustin Calleri
2007,Andreas Seppi,Marcos Baghdatis
2007,Stefan Koubek,Carlos Moya
2007,Feliciano Lopez,Werner Eschauer
2007,Stanislas Wawrinka,Marc Gicquel
2007,David Nalbandian,Stefano Galvani
2007,Juan Carlos Ferrero,Guillermo Canas
2007,Julien Benneteau,Ivo Minar
2007,Jiri Vanek,Roko Karanusic
2007,Fernando Gonzalez,Filippo Volandri
2007,Novak Djokovic,Tomas Zib
2007,Juan Ignacio Chela,Jurgen Melzer
2007,Ivan Ljubicic,Mardy Fish
2007,Andreas Seppi,Robin Haase
2007,Feliciano Lopez,Stefan Koubek
2007,Stanislas Wawrinka,David Nalbandian
2007,Juan Carlos Ferrero,Julien Benneteau
2007,Fernando Gonzalez,Jiri Vanek
2007,Novak Djokovic,Juan Ignacio Chela
2007,Andreas Seppi,Ivan Ljubicic
2007,Stanislas Wawrinka,Feliciano Lopez
2007,Juan Carlos Ferrero,Fernando Gonzalez
2007,Novak Djokovic,Andreas Seppi
2007,Stanislas Wawrinka,Juan Carlos Ferrero
2007,Novak Djokovic,Stanislas Wawrinka
2007,Tommy Robredo,Florian Mayer
2007,Andreas Seppi,Arnaud Clement
2007,Sebastien Grosjean,Oliver Marach
2007,Stefan Koubek,Gilles Simon
2007,Julien Benneteau,Paul Henri Mathieu
2007,Nicolas Mahut,Mathieu Montcourt
2007,Nicolas Lapentti,Nicolas Massu
2007,Igor Andreev,Fabrice Santoro
2007,Philipp Kohlschreiber,Agustin Calleri
2007,Jo Wilfried Tsonga,Stanislas Wawrinka
2007,Michael Llodra,Werner Eschauer
2007,Andy Murray,Janko Tipsarevic
2007,Evgeny Korolev,Potito Starace
2007,Marc Gicquel,Florent Serra
2007,Jurgen Melzer,David Guez
2007,Guillermo Canas,Mikhail Ledovskikh
2007,Tommy Robredo,Andreas Seppi
2007,Sebastien Grosjean,Stefan Koubek
2007,Nicolas Mahut,Julien Benneteau
2007,Igor Andreev,Nicolas Lapentti
2007,Jo Wilfried Tsonga,Philipp Kohlschreiber
2007,Andy Murray,Michael Llodra
2007,Evgeny Korolev,Marc Gicquel
2007,Guillermo Canas,Jurgen Melzer
2007,Tommy Robredo,Sebastien Grosjean
2007,Nicolas Mahut,Igor Andreev
2007,Andy Murray,Jo Wilfried Tsonga
2007,Guillermo Canas,Evgeny Korolev
2007,Tommy Robredo,Nicolas Mahut
2007,Andy Murray,Guillermo Canas
2007,Tommy Robredo,Andy Murray
2007,Novak Djokovic,Pablo Andujar
2007,Viktor Troicki,Predrag Rusevski
2007,Carlos Berlocq,Maximo Gonzalez
2007,Victor Hanescu,Janko Tipsarevic
2007,Andrei Pavel,Ivan Ljubicic
2007,Robin Haase,Felix Mantilla
2007,Mischa Zverev,Florent Serra
2007,Filippo Volandri,Lukas Dlouhy
2007,Carlos Moya,Stanislas Wawrinka
2007,Pere Riba,Luka Belic
2007,Jose Acasuso,Edouard Roger Vasselin
2007,David Ferrer,Albert Montanes
2007,Guillermo Canas,Roko Karanusic
2007,Ruben Ramirez Hidalgo,Gaston Gaudio
2007,Marin Cilic,Mathieu Montcourt
2007,Gilles Simon,Nikolay Davydenko
2007,Viktor Troicki,Novak Djokovic
2007,Carlos Berlocq,Victor Hanescu
2007,Andrei Pavel,Robin Haase
2007,Filippo Volandri,Mischa Zverev
2007,Carlos Moya,Pere Riba
2007,David Ferrer,Jose Acasuso
2007,Guillermo Canas,Ruben Ramirez Hidalgo
2007,Gilles Simon,Marin Cilic
2007,Viktor Troicki,Carlos Berlocq
2007,Andrei Pavel,Filippo Volandri
2007,Carlos Moya,David Ferrer
2007,Guillermo Canas,Gilles Simon
2007,Andrei Pavel,Viktor Troicki
2007,Carlos Moya,Guillermo Canas
2007,Carlos Moya,Andrei Pavel
2007,Nikolay Davydenko,Jo Wilfried Tsonga
2007,Nicolas Lapentti,Fabrice Santoro
2007,Igor Andreev,Nicolas Mahut
2007,Marat Safin,Denis Matsukevitch
2007,Andy Murray,Evgeny Korolev
2007,Janko Tipsarevic,Sergio Roitman
2007,Radek Stepanek,Teymuraz Gabashvili
2007,Dmitry Tursunov,Mischa Zverev
2007,Florent Serra,Potito Starace
2007,Kristof Vliegen,Viktor Troicki
2007,Igor Kunitsyn,Diego Hartfield
2007,Paul Henri Mathieu,Sebastien Grosjean
2007,Philipp Kohlschreiber,Justin Gimelstob
2007,Marin Cilic,Simone Bolelli
2007,Michael Berrer,Jose Acasuso
2007,Mikhail Youzhny,Ernests Gulbis
2007,Nikolay Davydenko,Nicolas Lapentti
2007,Igor Andreev,Marat Safin
2007,Janko Tipsarevic,Andy Murray
2007,Radek Stepanek,Dmitry Tursunov
2007,Florent Serra,Kristof Vliegen
2007,Paul Henri Mathieu,Igor Kunitsyn
2007,Philipp Kohlschreiber,Marin Cilic
2007,Michael Berrer,Mikhail Youzhny
2007,Nikolay Davydenko,Igor Andreev
2007,Janko Tipsarevic,Radek Stepanek
2007,Paul Henri Mathieu,Florent Serra
2007,Michael Berrer,Philipp Kohlschreiber
2007,Nikolay Davydenko,Janko Tipsarevic
2007,Paul Henri Mathieu,Michael Berrer
2007,Nikolay Davydenko,Paul Henri Mathieu
2007,Juan Carlos Ferrero,Potito Starace
2007,Lukas Dlouhy,Alessio Di Mauro
2007,Juan Pablo Guzman,Kevin Kim
2007,Gaston Gaudio,Luis Horna
2007,Nicolas Almagro,Mariano Zabaleta
2007,Ruben Ramirez Hidalgo,Santiago Gonzalez
2007,Diego Hartfield,Hugo Armando
2007,Carlos Moya,Bruno Echagaray
2007,Nicolas Massu,Juan Monaco
